review_id,image_path,source_image_id,proposed_class,source_question,source_answer,perceptual_group_id,review_status,review_label,review_notes
V2-0046,traffic512final/img_0730.jpg,img_0730.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0664,rejected,,Give-way sign is not clearly identifiable; exclude from external test.
V2-0047,traffic512final/img_0748.jpg,img_0748.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0682,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0048,traffic512final/img_0762.jpg,img_0762.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0689,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0049,traffic512final/img_0763.jpg,img_0763.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0682,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0050,traffic512final/img_0764.jpg,img_0764.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0690,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0051,traffic512final/img_0766.jpg,img_0766.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0664,rejected,,Give-way sign is not clearly identifiable; exclude from external test.
V2-0052,traffic512final/img_0767.jpg,img_0767.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0664,rejected,,Give-way sign is not clearly identifiable; exclude from external test.
V2-0053,traffic512final/img_0870.jpg,img_0870.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0793,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0054,traffic512final/img_0929.jpg,img_0929.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0849,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0055,traffic512final/img_1069.jpg,img_1069.jpg,give_way,What does this traffic sign indicate?,Give way to traffic on major road,group_0988,approved,,Visually consistent with the proposed class in the uploaded contact sheet.
V2-0056,traffic512final/img_0175.jpg,img_0175.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0175,approved,,Visually consistent with hairpin_bend_ahead.
V2-0057,traffic512final/img_0316.jpg,img_0316.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0310,approved,,Visually consistent with hairpin_bend_ahead.
V2-0058,traffic512final/img_0432.jpg,img_0432.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0378,approved,,Visually consistent with hairpin_bend_ahead.
V2-0059,traffic512final/img_0436.jpg,img_0436.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0382,approved,,Visually consistent with hairpin_bend_ahead.
V2-0060,traffic512final/img_0439.jpg,img_0439.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0385,approved,,Visually consistent with hairpin_bend_ahead.
V2-0061,traffic512final/img_0445.jpg,img_0445.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0382,approved,,Visually consistent with hairpin_bend_ahead.
V2-0062,traffic512final/img_0446.jpg,img_0446.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0378,approved,,Visually consistent with hairpin_bend_ahead.
V2-0063,traffic512final/img_0452.jpg,img_0452.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0385,approved,,Visually consistent with hairpin_bend_ahead.
V2-0064,traffic512final/img_0486.jpg,img_0486.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0420,approved,,Visually consistent with hairpin_bend_ahead.
V2-0065,traffic512final/img_0592.jpg,img_0592.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0526,approved,,Visually consistent with hairpin_bend_ahead.
V2-0066,traffic512final/img_0838.jpg,img_0838.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0761,approved,,Visually consistent with hairpin_bend_ahead.
V2-0067,traffic512final/img_0840.jpg,img_0840.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0763,approved,,Visually consistent with hairpin_bend_ahead.
V2-0068,traffic512final/img_0850.jpg,img_0850.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0773,approved,,Visually consistent with hairpin_bend_ahead.
V2-0069,traffic512final/img_0852.jpg,img_0852.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0775,approved,,Visually consistent with hairpin_bend_ahead.
V2-0070,traffic512final/img_0862.jpg,img_0862.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,hairpin bend ahead,group_0785,approved,,Visually consistent with hairpin_bend_ahead.
V2-0071,traffic512final/img_0977.jpg,img_0977.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0897,approved,,Visually consistent with hairpin_bend_ahead.
V2-0072,traffic512final/img_0989.jpg,img_0989.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0909,approved,,Visually consistent with hairpin_bend_ahead.
V2-0073,traffic512final/img_0990.jpg,img_0990.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0910,approved,,Visually consistent with hairpin_bend_ahead.
V2-0074,traffic512final/img_0991.jpg,img_0991.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0911,approved,,Visually consistent with hairpin_bend_ahead.
V2-0075,traffic512final/img_1050.jpg,img_1050.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0970,approved,,Visually consistent with hairpin_bend_ahead.
V2-0076,traffic512final/img_1051.jpg,img_1051.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0970,approved,,Visually consistent with hairpin_bend_ahead.
V2-0077,traffic512final/img_1052.jpg,img_1052.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0971,approved,,Visually consistent with hairpin_bend_ahead.
V2-0078,traffic512final/img_1056.jpg,img_1056.jpg,hairpin_bend_ahead,What does this traffic sign indicate?,Hairpin bend ahead,group_0975,approved,,Visually consistent with hairpin_bend_ahead.
V2-0079,traffic512final/img_0091.jpg,img_0091.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0091,approved,,Visually consistent with left_curve_ahead.
V2-0080,traffic512final/img_0140.jpg,img_0140.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0140,approved,,Visually consistent with left_curve_ahead.
V2-0081,traffic512final/img_0177.jpg,img_0177.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0177,approved,,Visually consistent with left_curve_ahead.
V2-0082,traffic512final/img_0178.jpg,img_0178.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0177,approved,,Visually consistent with left_curve_ahead.
V2-0083,traffic512final/img_0180.jpg,img_0180.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0179,approved,,Visually consistent with left_curve_ahead.
V2-0084,traffic512final/img_0183.jpg,img_0183.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0179,approved,,Visually consistent with left_curve_ahead.
V2-0085,traffic512final/img_0194.jpg,img_0194.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0189,approved,,Visually consistent with left_curve_ahead.
V2-0086,traffic512final/img_0196.jpg,img_0196.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0191,approved,,Visually consistent with left_curve_ahead.
V2-0087,traffic512final/img_0308.jpg,img_0308.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0302,approved,,Visually consistent with left_curve_ahead.
V2-0088,traffic512final/img_0325.jpg,img_0325.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0319,approved,,Visually consistent with left_curve_ahead.
V2-0089,traffic512final/img_0364.jpg,img_0364.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0354,approved,,Visually consistent with left_curve_ahead.
V2-0090,traffic512final/img_0389.jpg,img_0389.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0354,approved,,Visually consistent with left_curve_ahead.
V2-0091,traffic512final/img_0409.jpg,img_0409.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0375,approved,,Visually consistent with left_curve_ahead.
V2-0092,traffic512final/img_0422.jpg,img_0422.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0375,approved,,Visually consistent with left_curve_ahead.
V2-0093,traffic512final/img_0571.jpg,img_0571.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0505,approved,,Visually consistent with left_curve_ahead.
V2-0094,traffic512final/img_0578.jpg,img_0578.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0512,approved,,Visually consistent with left_curve_ahead.
V2-0095,traffic512final/img_0598.jpg,img_0598.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0532,approved,,Visually consistent with left_curve_ahead.
V2-0096,traffic512final/img_0638.jpg,img_0638.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0572,approved,,Visually consistent with left_curve_ahead.
V2-0097,traffic512final/img_0657.jpg,img_0657.jpg,left_curve_ahead,what does this traffic sign indicate?,Left curve ahead,group_0591,approved,,Visually consistent with left_curve_ahead.
V2-0098,traffic512final/img_0703.jpg,img_0703.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0637,approved,,Visually consistent with left_curve_ahead.
V2-0099,traffic512final/img_0777.jpg,img_0777.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0700,approved,,Visually consistent with left_curve_ahead.
V2-0100,traffic512final/img_0781.jpg,img_0781.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0704,approved,,Visually consistent with left_curve_ahead.
V2-0101,traffic512final/img_0810.jpg,img_0810.jpg,left_curve_ahead,What does this traffic sign indicate?,left curve ahead,group_0733,approved,,Visually consistent with left_curve_ahead.
V2-0102,traffic512final/img_0830.jpg,img_0830.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0753,rejected,,Unclear or directionally inconsistent with a clean left_curve_ahead benchmark.
V2-0103,traffic512final/img_0848.jpg,img_0848.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0771,approved,,Visually consistent with left_curve_ahead.
V2-0104,traffic512final/img_0995.jpg,img_0995.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0915,approved,,Visually consistent with left_curve_ahead.
V2-0105,traffic512final/img_0997.jpg,img_0997.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0917,approved,,Visually consistent with left_curve_ahead.
V2-0106,traffic512final/img_1045.jpg,img_1045.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0965,rejected,,Unclear or directionally inconsistent with a clean left_curve_ahead benchmark.
V2-0107,traffic512final/img_1060.jpg,img_1060.jpg,left_curve_ahead,what does this traffic sign indicate?,left curve ahead,group_0979,rejected,,Unclear or directionally inconsistent with a clean left_curve_ahead benchmark.
V2-0108,traffic512final/img_0168.jpg,img_0168.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0168,approved,,Visually consistent with major_road_ahead.
V2-0109,traffic512final/img_0274.jpg,img_0274.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0268,approved,,Visually consistent with major_road_ahead.
V2-0110,traffic512final/img_0320.jpg,img_0320.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0314,approved,,Visually consistent with major_road_ahead.
V2-0111,traffic512final/img_0322.jpg,img_0322.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0316,approved,,Visually consistent with major_road_ahead.
V2-0112,traffic512final/img_0362.jpg,img_0362.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0352,approved,,Visually consistent with major_road_ahead.
V2-0113,traffic512final/img_0386.jpg,img_0386.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0316,approved,,Visually consistent with major_road_ahead.
V2-0114,traffic512final/img_0469.jpg,img_0469.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0403,approved,,Visually consistent with major_road_ahead.
V2-0115,traffic512final/img_0482.jpg,img_0482.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0416,approved,,Visually consistent with major_road_ahead.
V2-0116,traffic512final/img_0500.jpg,img_0500.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0434,approved,,Visually consistent with major_road_ahead.
V2-0117,traffic512final/img_0505.jpg,img_0505.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0439,approved,,Visually consistent with major_road_ahead.
V2-0118,traffic512final/img_0526.jpg,img_0526.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0460,approved,,Visually consistent with major_road_ahead.
V2-0119,traffic512final/img_0536.jpg,img_0536.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0470,approved,,Visually consistent with major_road_ahead.
V2-0120,traffic512final/img_0555.jpg,img_0555.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0489,approved,,Visually consistent with major_road_ahead.
V2-0121,traffic512final/img_0597.jpg,img_0597.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0531,approved,,Visually consistent with major_road_ahead.
V2-0122,traffic512final/img_0624.jpg,img_0624.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0558,approved,,Visually consistent with major_road_ahead.
V2-0123,traffic512final/img_0659.jpg,img_0659.jpg,major_road_ahead,What does this traffic sign indicate?,Major road ahead,group_0593,approved,,Visually consistent with major_road_ahead.
V2-0124,traffic512final/img_0011.jpg,img_0011.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed Limit,group_0011,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0125,traffic512final/img_0123.jpg,img_0123.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0123,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0126,traffic512final/img_0126.jpg,img_0126.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0126,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0127,traffic512final/img_0127.jpg,img_0127.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0127,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0128,traffic512final/img_0188.jpg,img_0188.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0185,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0129,traffic512final/img_0191.jpg,img_0191.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0185,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0130,traffic512final/img_0193.jpg,img_0193.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0188,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0131,traffic512final/img_0307.jpg,img_0307.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0301,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0132,traffic512final/img_0559.jpg,img_0559.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0493,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0133,traffic512final/img_0581.jpg,img_0581.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0515,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0134,traffic512final/img_0617.jpg,img_0617.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0551,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0135,traffic512final/img_0907.jpg,img_0907.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0827,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0136,traffic512final/img_0908.jpg,img_0908.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0828,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0137,traffic512final/img_0952.jpg,img_0952.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed Limit,group_0872,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0138,traffic512final/img_0994.jpg,img_0994.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed,group_0914,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0139,traffic512final/img_1007.jpg,img_1007.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed Limit,group_0927,rejected,,Wrong/unclear speed-limit sign for the proposed 30 km/h class.
V2-0140,traffic512final/img_1020.jpg,img_1020.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed Limit,group_0940,rejected,,Wrong/unclear speed-limit sign for the proposed 30 km/h class.
V2-0141,traffic512final/img_1022.jpg,img_1022.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed Limit,group_0942,approved,,Visually consistent with maximum_speed_limit_30_km_h.
V2-0142,traffic512final/img_1033.jpg,img_1033.jpg,maximum_speed_limit_30_km_h,what does this traffic sign indicate?,Speed Limit,group_0953,rejected,,Wrong/unclear speed-limit sign for the proposed 30 km/h class.
V2-0143,traffic512final/img_0035.jpg,img_0035.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0035,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0144,traffic512final/img_0155.jpg,img_0155.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0155,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0145,traffic512final/img_0207.jpg,img_0207.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0201,rejected,,Wrong or insufficiently visible 40 km/h sign.
V2-0146,traffic512final/img_0210.jpg,img_0210.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0204,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0147,traffic512final/img_0236.jpg,img_0236.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0230,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0148,traffic512final/img_0237.jpg,img_0237.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0231,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0149,traffic512final/img_0244.jpg,img_0244.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0238,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0150,traffic512final/img_0245.jpg,img_0245.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0239,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0151,traffic512final/img_0246.jpg,img_0246.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0240,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0152,traffic512final/img_0251.jpg,img_0251.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0245,approved,,Visually consistent with maximum_speed_limit_40_km_h.
V2-0153,traffic512final/img_0252.jpg,img_0252.jpg,maximum_speed_limit_40_km_h,what does this traffic sign indicate?,Speed Limit,group_0246,approved,,Visually consistent with maximum_speed_limit_40_km_h.
