review_id,image_path,source_image_id,proposed_class,source_question,source_answer,perceptual_group_id,review_status,review_label,review_notes
V2-0311,traffic512final/img_0964.jpg,img_0964.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0884,pending,,
V2-0312,traffic512final/img_0973.jpg,img_0973.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0893,pending,,
V2-0313,traffic512final/img_0976.jpg,img_0976.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0896,pending,,
V2-0314,traffic512final/img_0982.jpg,img_0982.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0902,pending,,
V2-0315,traffic512final/img_0984.jpg,img_0984.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0904,pending,,
V2-0316,traffic512final/img_0985.jpg,img_0985.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0905,pending,,
V2-0317,traffic512final/img_1026.jpg,img_1026.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0946,pending,,
V2-0318,traffic512final/img_1028.jpg,img_1028.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0948,pending,,
V2-0319,traffic512final/img_1047.jpg,img_1047.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0967,pending,,
V2-0320,traffic512final/img_1055.jpg,img_1055.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0974,pending,,
V2-0321,traffic512final/img_1062.jpg,img_1062.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_0981,pending,,
V2-0322,traffic512final/img_1085.jpg,img_1085.jpg,pedestrian_crossing_ahead,What does this traffic sign indicate?,Pedestrian Crossing Ahead,group_1003,pending,,
V2-0323,traffic512final/img_0087.jpg,img_0087.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0087,pending,,
V2-0324,traffic512final/img_0088.jpg,img_0088.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0088,pending,,
V2-0325,traffic512final/img_0141.jpg,img_0141.jpg,right_curve_ahead,What does this traffic sign indicate?,Right bend,group_0141,pending,,
V2-0326,traffic512final/img_0170.jpg,img_0170.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0170,pending,,
V2-0327,traffic512final/img_0173.jpg,img_0173.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0173,pending,,
V2-0328,traffic512final/img_0185.jpg,img_0185.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0182,pending,,
V2-0329,traffic512final/img_0187.jpg,img_0187.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0184,pending,,
V2-0330,traffic512final/img_0190.jpg,img_0190.jpg,right_curve_ahead,what does this traffic sign indicate?,Right curve ahead,group_0184,pending,,
V2-0331,traffic512final/img_0371.jpg,img_0371.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0361,pending,,
V2-0332,traffic512final/img_0394.jpg,img_0394.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0361,pending,,
V2-0333,traffic512final/img_0461.jpg,img_0461.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0395,pending,,
V2-0334,traffic512final/img_0472.jpg,img_0472.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0406,pending,,
V2-0335,traffic512final/img_0481.jpg,img_0481.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0415,pending,,
V2-0336,traffic512final/img_0516.jpg,img_0516.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0450,pending,,
V2-0337,traffic512final/img_0542.jpg,img_0542.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0476,pending,,
V2-0338,traffic512final/img_0546.jpg,img_0546.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0480,pending,,
V2-0339,traffic512final/img_0589.jpg,img_0589.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0523,pending,,
V2-0340,traffic512final/img_0619.jpg,img_0619.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0553,pending,,
V2-0341,traffic512final/img_0632.jpg,img_0632.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0566,pending,,
V2-0342,traffic512final/img_0676.jpg,img_0676.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0610,pending,,
V2-0343,traffic512final/img_0694.jpg,img_0694.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0628,pending,,
V2-0344,traffic512final/img_0708.jpg,img_0708.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0642,pending,,
V2-0345,traffic512final/img_0780.jpg,img_0780.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0703,pending,,
V2-0346,traffic512final/img_0833.jpg,img_0833.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0756,pending,,
V2-0347,traffic512final/img_0842.jpg,img_0842.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0765,pending,,
V2-0348,traffic512final/img_0845.jpg,img_0845.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0768,pending,,
V2-0349,traffic512final/img_0859.jpg,img_0859.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0782,pending,,
V2-0350,traffic512final/img_0891.jpg,img_0891.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0811,pending,,
V2-0351,traffic512final/img_0892.jpg,img_0892.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0812,pending,,
V2-0352,traffic512final/img_0912.jpg,img_0912.jpg,right_curve_ahead,What does this traffic sign indicate?,Right curve ahead,group_0832,pending,,
V2-0353,traffic512final/img_0974.jpg,img_0974.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0894,pending,,
V2-0354,traffic512final/img_1006.jpg,img_1006.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0926,pending,,
V2-0355,traffic512final/img_1036.jpg,img_1036.jpg,right_curve_ahead,what does this traffic sign indicate?,right curve ahead,group_0956,pending,,
V2-0417,traffic512final/img_0004.jpg,img_0004.jpg,school_ahead,What does this traffic sign indicate?,School,group_0004,pending,,
V2-0418,traffic512final/img_0037.jpg,img_0037.jpg,school_ahead,What does this traffic sign indicate?,School,group_0037,pending,,
V2-0419,traffic512final/img_0130.jpg,img_0130.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0130,pending,,
V2-0420,traffic512final/img_0131.jpg,img_0131.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0131,pending,,
V2-0421,traffic512final/img_0143.jpg,img_0143.jpg,school_ahead,What does this traffic sign indicate?,School,group_0143,pending,,
V2-0422,traffic512final/img_0145.jpg,img_0145.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0145,pending,,
V2-0423,traffic512final/img_0148.jpg,img_0148.jpg,school_ahead,What does this traffic sign indicate?,School,group_0148,pending,,
V2-0424,traffic512final/img_0150.jpg,img_0150.jpg,school_ahead,What does this traffic sign indicate?,School,group_0150,pending,,
V2-0425,traffic512final/img_0151.jpg,img_0151.jpg,school_ahead,What does this traffic sign indicate?,School,group_0151,pending,,
V2-0426,traffic512final/img_0288.jpg,img_0288.jpg,school_ahead,What does this traffic sign indicate?,School,group_0282,pending,,
V2-0427,traffic512final/img_0315.jpg,img_0315.jpg,school_ahead,What does this traffic sign indicate?,School,group_0309,pending,,
V2-0428,traffic512final/img_0324.jpg,img_0324.jpg,school_ahead,What does this traffic sign indicate?,School,group_0318,pending,,
V2-0429,traffic512final/img_0336.jpg,img_0336.jpg,school_ahead,What does this traffic sign indicate?,School,group_0328,pending,,
V2-0430,traffic512final/img_0337.jpg,img_0337.jpg,school_ahead,What does this traffic sign indicate?,School,group_0328,pending,,
V2-0431,traffic512final/img_0342.jpg,img_0342.jpg,school_ahead,What does this traffic sign indicate?,School,group_0332,pending,,
V2-0432,traffic512final/img_0407.jpg,img_0407.jpg,school_ahead,What does this traffic sign indicate?,School,group_0318,pending,,
V2-0433,traffic512final/img_0415.jpg,img_0415.jpg,school_ahead,What does this traffic sign indicate?,School,group_0328,pending,,
V2-0434,traffic512final/img_0460.jpg,img_0460.jpg,school_ahead,What does this traffic sign indicate?,School,group_0394,pending,,
V2-0435,traffic512final/img_0474.jpg,img_0474.jpg,school_ahead,What does this traffic sign indicate?,School,group_0408,pending,,
V2-0436,traffic512final/img_0551.jpg,img_0551.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0485,pending,,
V2-0437,traffic512final/img_0565.jpg,img_0565.jpg,school_ahead,What does this traffic sign indicate?,School Zone,group_0499,pending,,
V2-0438,traffic512final/img_0591.jpg,img_0591.jpg,school_ahead,What does this traffic sign indicate?,School,group_0525,pending,,
V2-0439,traffic512final/img_0613.jpg,img_0613.jpg,school_ahead,What does this traffic sign indicate?,School,group_0547,pending,,
V2-0440,traffic512final/img_0641.jpg,img_0641.jpg,school_ahead,What does this traffic sign indicate?,School,group_0575,pending,,
