relative_image_path,label,category,source_question,source_answer,image_id,leakage_group_id
traffic512final/img_0180.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0180.jpg,group_0179
traffic512final/img_0181.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0181.jpg,group_0180
traffic512final/img_0183.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0183.jpg,group_0179
traffic512final/img_0185.jpg,right_curve_ahead,Cautionary,what does this traffic sign indicate?,Right curve ahead,img_0185.jpg,group_0182
traffic512final/img_0186.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,Side road right,img_0186.jpg,group_0183
traffic512final/img_0187.jpg,right_curve_ahead,Cautionary,what does this traffic sign indicate?,Right curve ahead,img_0187.jpg,group_0184
traffic512final/img_0188.jpg,maximum_speed_limit_30_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0188.jpg,group_0185
traffic512final/img_0189.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0189.jpg,group_0186
traffic512final/img_0190.jpg,right_curve_ahead,Cautionary,what does this traffic sign indicate?,Right curve ahead,img_0190.jpg,group_0184
traffic512final/img_0191.jpg,maximum_speed_limit_30_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0191.jpg,group_0185
traffic512final/img_0193.jpg,maximum_speed_limit_30_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0193.jpg,group_0188
traffic512final/img_0194.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,Left curve ahead,img_0194.jpg,group_0189
traffic512final/img_0196.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,Left curve ahead,img_0196.jpg,group_0191
traffic512final/img_0198.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0198.jpg,group_0193
traffic512final/img_0199.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0199.jpg,group_0186
traffic512final/img_0201.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump,img_0201.jpg,group_0195
traffic512final/img_0207.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0207.jpg,group_0201
traffic512final/img_0210.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0210.jpg,group_0204
traffic512final/img_0221.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0221.jpg,group_0215
traffic512final/img_0225.jpg,pass_either_side,Mandatory,What does this traffic sign indicate?,Vehicles may pass on either side,img_0225.jpg,group_0219
traffic512final/img_0226.jpg,pass_either_side,Mandatory,What does this traffic sign indicate?,Vehicles may pass on either side,img_0226.jpg,group_0220
traffic512final/img_0236.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0236.jpg,group_0230
traffic512final/img_0237.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0237.jpg,group_0231
traffic512final/img_0240.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0240.jpg,group_0234
traffic512final/img_0241.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0241.jpg,group_0235
traffic512final/img_0244.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0244.jpg,group_0238
traffic512final/img_0245.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0245.jpg,group_0239
traffic512final/img_0246.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0246.jpg,group_0240
traffic512final/img_0251.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0251.jpg,group_0245
traffic512final/img_0252.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0252.jpg,group_0246
traffic512final/img_0256.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0256.jpg,group_0250
traffic512final/img_0257.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0257.jpg,group_0251
traffic512final/img_0258.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0258.jpg,group_0252
traffic512final/img_0259.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0259.jpg,group_0253
traffic512final/img_0260.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0260.jpg,group_0254
traffic512final/img_0265.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0265.jpg,group_0259
traffic512final/img_0273.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0273.jpg,group_0267
traffic512final/img_0274.jpg,major_road_ahead,Cautionary,What does this traffic sign indicate?,Major road ahead,img_0274.jpg,group_0268
traffic512final/img_0276.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0276.jpg,group_0270
traffic512final/img_0279.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0279.jpg,group_0273
traffic512final/img_0280.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0280.jpg,group_0274
traffic512final/img_0281.jpg,no_right_turn,Mandatory,What does this traffic sign indicate?,No Right Turn,img_0281.jpg,group_0275
traffic512final/img_0282.jpg,give_way,Mandatory,What does this traffic sign indicate?,Give way to traffic on major road,img_0282.jpg,group_0276
traffic512final/img_0288.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0288.jpg,group_0282
traffic512final/img_0289.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0289.jpg,group_0283
traffic512final/img_0301.jpg,pass_either_side,Mandatory,What does this traffic sign indicate?,Vehicles may pass on either side,img_0301.jpg,group_0295
traffic512final/img_0307.jpg,maximum_speed_limit_30_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0307.jpg,group_0301
traffic512final/img_0308.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,Left curve ahead,img_0308.jpg,group_0302
traffic512final/img_0310.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,side road right,img_0310.jpg,group_0304
traffic512final/img_0312.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,side road right,img_0312.jpg,group_0306
traffic512final/img_0313.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0313.jpg,group_0307
traffic512final/img_0314.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0314.jpg,group_0308
traffic512final/img_0315.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0315.jpg,group_0309
traffic512final/img_0316.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0316.jpg,group_0310
traffic512final/img_0317.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0317.jpg,group_0311
traffic512final/img_0320.jpg,major_road_ahead,Cautionary,What does this traffic sign indicate?,Major road ahead,img_0320.jpg,group_0314
traffic512final/img_0321.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0321.jpg,group_0315
traffic512final/img_0322.jpg,major_road_ahead,Cautionary,What does this traffic sign indicate?,Major road ahead,img_0322.jpg,group_0316
traffic512final/img_0323.jpg,maximum_speed_limit_80_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0323.jpg,group_0317
traffic512final/img_0324.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0324.jpg,group_0318
traffic512final/img_0325.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0325.jpg,group_0319
traffic512final/img_0328.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0328.jpg,group_0322
traffic512final/img_0331.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0331.jpg,group_0325
traffic512final/img_0332.jpg,no_entry,Mandatory,What does this traffic sign indicate?,No entry,img_0332.jpg,group_0326
traffic512final/img_0333.jpg,no_entry,Mandatory,What does this traffic sign indicate?,No entry,img_0333.jpg,group_0326
traffic512final/img_0334.jpg,one_way,Mandatory,What does this traffic sign indicate?,One way,img_0334.jpg,group_0327
traffic512final/img_0335.jpg,one_way,Mandatory,What does this traffic sign indicate?,One way,img_0335.jpg,group_0327
traffic512final/img_0336.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0336.jpg,group_0328
traffic512final/img_0337.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0337.jpg,group_0328
traffic512final/img_0341.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0341.jpg,group_0331
traffic512final/img_0342.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0342.jpg,group_0332
traffic512final/img_0344.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0344.jpg,group_0334
traffic512final/img_0346.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0346.jpg,group_0336
traffic512final/img_0347.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0347.jpg,group_0337
traffic512final/img_0349.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0349.jpg,group_0339
traffic512final/img_0350.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0350.jpg,group_0340
traffic512final/img_0351.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0351.jpg,group_0341
traffic512final/img_0352.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0352.jpg,group_0342
traffic512final/img_0353.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0353.jpg,group_0343
traffic512final/img_0354.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0354.jpg,group_0344
traffic512final/img_0355.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0355.jpg,group_0345
traffic512final/img_0358.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0358.jpg,group_0348
traffic512final/img_0362.jpg,major_road_ahead,Cautionary,What does this traffic sign indicate?,Major road ahead,img_0362.jpg,group_0352
traffic512final/img_0364.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0364.jpg,group_0354
traffic512final/img_0366.jpg,maximum_speed_limit_80_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0366.jpg,group_0356
traffic512final/img_0369.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0369.jpg,group_0359
traffic512final/img_0370.jpg,give_way,Mandatory,What does this traffic sign indicate?,Give way to traffic on major road,img_0370.jpg,group_0360
traffic512final/img_0371.jpg,right_curve_ahead,Cautionary,what does this traffic sign indicate?,right curve ahead,img_0371.jpg,group_0361
traffic512final/img_0372.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0372.jpg,group_0362
traffic512final/img_0376.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,side road right,img_0376.jpg,group_0366
traffic512final/img_0377.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0377.jpg,group_0367
traffic512final/img_0378.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0378.jpg,group_0368
traffic512final/img_0380.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,side road right,img_0380.jpg,group_0366
traffic512final/img_0382.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0382.jpg,group_0362
traffic512final/img_0383.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0383.jpg,group_0367
traffic512final/img_0386.jpg,major_road_ahead,Cautionary,What does this traffic sign indicate?,Major road ahead,img_0386.jpg,group_0316
traffic512final/img_0387.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0387.jpg,group_0368
traffic512final/img_0389.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0389.jpg,group_0354
traffic512final/img_0390.jpg,maximum_speed_limit_80_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0390.jpg,group_0356
traffic512final/img_0391.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0391.jpg,group_0315
traffic512final/img_0393.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0393.jpg,group_0359
traffic512final/img_0394.jpg,right_curve_ahead,Cautionary,what does this traffic sign indicate?,right curve ahead,img_0394.jpg,group_0361
traffic512final/img_0395.jpg,give_way,Mandatory,What does this traffic sign indicate?,Give way to traffic on major road,img_0395.jpg,group_0360
traffic512final/img_0397.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0397.jpg,group_0370
traffic512final/img_0400.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,side road right,img_0400.jpg,group_0371
traffic512final/img_0402.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0402.jpg,group_0373
traffic512final/img_0403.jpg,maximum_speed_limit_80_km_h,Mandatory,what does this traffic sign indicate?,Speed,img_0403.jpg,group_0317
traffic512final/img_0404.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0404.jpg,group_0311
traffic512final/img_0405.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0405.jpg,group_0374
traffic512final/img_0406.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0406.jpg,group_0343
traffic512final/img_0407.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0407.jpg,group_0318
traffic512final/img_0408.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0408.jpg,group_0342
traffic512final/img_0409.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0409.jpg,group_0375
traffic512final/img_0412.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0412.jpg,group_0370
traffic512final/img_0413.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0413.jpg,group_0340
traffic512final/img_0415.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0415.jpg,group_0328
traffic512final/img_0420.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Humps/Speed breakers,img_0420.jpg,group_0374
traffic512final/img_0421.jpg,no_entry,Mandatory,What does this traffic sign indicate?,No entry,img_0421.jpg,group_0326
traffic512final/img_0422.jpg,left_curve_ahead,Cautionary,what does this traffic sign indicate?,left curve ahead,img_0422.jpg,group_0375
traffic512final/img_0423.jpg,one_way,Mandatory,What does this traffic sign indicate?,One way,img_0423.jpg,group_0327
traffic512final/img_0424.jpg,stop,Informatory,What does the symbol represent?,Stop,img_0424.jpg,group_0373
traffic512final/img_0425.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0425.jpg,group_0334
traffic512final/img_0429.jpg,side_road_right,Cautionary,what does this traffic sign indicate?,side road right,img_0429.jpg,group_0371
traffic512final/img_0430.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0430.jpg,group_0376
traffic512final/img_0431.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0431.jpg,group_0377
traffic512final/img_0432.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0432.jpg,group_0378
traffic512final/img_0433.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0433.jpg,group_0379
traffic512final/img_0434.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0434.jpg,group_0380
traffic512final/img_0435.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0435.jpg,group_0381
traffic512final/img_0436.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0436.jpg,group_0382
traffic512final/img_0438.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0438.jpg,group_0384
traffic512final/img_0439.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0439.jpg,group_0385
traffic512final/img_0441.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0441.jpg,group_0376
traffic512final/img_0443.jpg,road_hump,Cautionary,What does this traffic sign indicate?,Hump/Speed breaker,img_0443.jpg,group_0377
traffic512final/img_0444.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0444.jpg,group_0379
traffic512final/img_0445.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0445.jpg,group_0382
traffic512final/img_0446.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0446.jpg,group_0378
traffic512final/img_0447.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0447.jpg,group_0380
traffic512final/img_0448.jpg,pedestrian_crossing_ahead,Cautionary,What does this traffic sign indicate?,Pedestrian Crossing Ahead,img_0448.jpg,group_0381
traffic512final/img_0449.jpg,maximum_speed_limit_40_km_h,Mandatory,what does this traffic sign indicate?,Speed Limit,img_0449.jpg,group_0384
traffic512final/img_0452.jpg,hairpin_bend_ahead,Cautionary,What does this traffic sign indicate?,hairpin bend ahead,img_0452.jpg,group_0385
traffic512final/img_0460.jpg,school_ahead,Cautionary,What does this traffic sign indicate?,School,img_0460.jpg,group_0394
traffic512final/img_0461.jpg,right_curve_ahead,Cautionary,what does this traffic sign indicate?,right curve ahead,img_0461.jpg,group_0395
