image_id,source_question,source_answer,reason,proposed_label
img_0220.jpg,,,no_direct_identity_question,
img_0222.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0223.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0224.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0227.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0228.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0229.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0230.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0231.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0232.jpg,,,no_direct_identity_question,
img_0233.jpg,,,no_direct_identity_question,
img_0234.jpg,,,no_direct_identity_question,
img_0235.jpg,,,no_direct_identity_question,
img_0238.jpg,What does this traffic sign indicate?,No Overtaking,class_below_viability_threshold,no_overtaking
img_0239.jpg,What does this traffic sign indicate?,No Overtaking,class_below_viability_threshold,no_overtaking
img_0242.jpg,,,no_direct_identity_question,
img_0243.jpg,,,no_direct_identity_question,
img_0247.jpg,What does this traffic sign indicate?,No Overtaking,class_below_viability_threshold,no_overtaking
img_0248.jpg,What does this traffic sign indicate?,No Overtaking,class_below_viability_threshold,no_overtaking
img_0249.jpg,What does this traffic sign indicate?,Service Road Ahead,unsupported_or_ambiguous_identity_answer,
img_0250.jpg,What does this traffic sign indicate?,Service Road Ahead,unsupported_or_ambiguous_identity_answer,
img_0253.jpg,What does this traffic sign indicate?,Built-up,unsupported_or_ambiguous_identity_answer,
img_0254.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0255.jpg,What does this traffic sign indicate?,End of speed restriction,unsupported_or_ambiguous_identity_answer,
img_0261.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0262.jpg,What does this traffic sign indicate?,Added lane from left,unsupported_or_ambiguous_identity_answer,
img_0263.jpg,What does this traffic sign indicate?,Added lane from left,unsupported_or_ambiguous_identity_answer,
img_0264.jpg,What does this traffic sign indicate?,Danger,unsupported_or_ambiguous_identity_answer,
img_0266.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0267.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0268.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0269.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0270.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0271.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0272.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0275.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_60_km_h
img_0277.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0278.jpg,What does this traffic sign indicate?,Danger Zone,unsupported_or_ambiguous_identity_answer,
img_0283.jpg,What does this traffic sign indicate?,Boundary,unsupported_or_ambiguous_identity_answer,
img_0284.jpg,What does this traffic sign indicate?,Boundary,unsupported_or_ambiguous_identity_answer,
img_0285.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0286.jpg,What does this traffic sign indicate?,Height,unsupported_or_ambiguous_identity_answer,
img_0287.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0290.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0291.jpg,What does this traffic sign indicate?,Overhead cables,class_below_viability_threshold,overhead_cables
img_0292.jpg,What does this traffic sign indicate?,Cattle,class_below_viability_threshold,cattle
img_0293.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0294.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0295.jpg,,,no_direct_identity_question,
img_0296.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0297.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0298.jpg,What does this traffic sign indicate?,Service Road,unsupported_or_ambiguous_identity_answer,
img_0299.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0300.jpg,What does this traffic sign indicate?,Tourism,unsupported_or_ambiguous_identity_answer,
img_0302.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0303.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0304.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0305.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0306.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0309.jpg,What does this traffic sign indicate?,Start of Dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0311.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0318.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0319.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0326.jpg,,,no_direct_identity_question,
img_0327.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0329.jpg,,,no_direct_identity_question,
img_0330.jpg,,,no_direct_identity_question,
img_0338.jpg,,,no_direct_identity_question,
img_0339.jpg,,,no_direct_identity_question,
img_0340.jpg,,,no_direct_identity_question,
img_0343.jpg,What does this traffic sign indicate?,Road-widening,unsupported_or_ambiguous_identity_answer,
img_0345.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0348.jpg,,,no_direct_identity_question,
img_0356.jpg,,,no_direct_identity_question,
img_0357.jpg,What does this traffic sign indicate?,End of dual carriageway,unsupported_or_ambiguous_identity_answer,
img_0359.jpg,,,no_direct_identity_question,
img_0360.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0361.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0363.jpg,,,no_direct_identity_question,
img_0365.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0367.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0368.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0373.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0374.jpg,What does this traffic sign indicate?,Start of dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0375.jpg,what does this traffic sign indicate?,side road left,class_below_viability_threshold,side_road_left
img_0379.jpg,What does this traffic sign indicate?,Start of dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0381.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0384.jpg,,,no_direct_identity_question,
img_0385.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0388.jpg,,,no_direct_identity_question,
img_0392.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0396.jpg,what does this traffic sign indicate?,side road right,conflicting_labels_within_duplicate_group,side_road_right
img_0398.jpg,What does this traffic sign indicate?,End of dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0399.jpg,,,no_direct_identity_question,
img_0401.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0410.jpg,what does this traffic sign indicate?,side road left,conflicting_labels_within_duplicate_group,side_road_left
img_0411.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0414.jpg,,,no_direct_identity_question,
img_0416.jpg,What does this traffic sign indicate?,Road-widening,unsupported_or_ambiguous_identity_answer,
img_0417.jpg,,,no_direct_identity_question,
img_0418.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0419.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0426.jpg,,,no_direct_identity_question,
img_0427.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0428.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0437.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0440.jpg,,,no_direct_identity_question,
img_0442.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0450.jpg,what does this traffic sign indicate?,side road left,class_below_viability_threshold,side_road_left
img_0451.jpg,,,no_direct_identity_question,
img_0453.jpg,,,no_direct_identity_question,
img_0454.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0455.jpg,What does this traffic sign indicate?,Information,unsupported_or_ambiguous_identity_answer,
img_0456.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0457.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0458.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0459.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0462.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0463.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0464.jpg,What does this traffic sign indicate?,Overhead cables,class_below_viability_threshold,overhead_cables
img_0465.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0466.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0470.jpg,What does this traffic sign indicate?,Construction,unsupported_or_ambiguous_identity_answer,
img_0473.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0475.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0476.jpg,what does this traffic sign indicate?,Left-turn,unsupported_or_ambiguous_identity_answer,
img_0477.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0479.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0480.jpg,,,no_direct_identity_question,
img_0483.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0484.jpg,What does this traffic sign indicate?,Assembly,unsupported_or_ambiguous_identity_answer,
img_0485.jpg,what does this traffic sign indicate?,Staggered Intersection,class_below_viability_threshold,staggered_junction
img_0488.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_65_km_h
img_0489.jpg,What does this traffic sign indicate?,End of dual carriageway,unsupported_or_ambiguous_identity_answer,
img_0490.jpg,,,no_direct_identity_question,
img_0491.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0492.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0493.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0494.jpg,,,no_direct_identity_question,
img_0498.jpg,What does this traffic sign indicate?,Start of dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0499.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0502.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0504.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0506.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0507.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0510.jpg,What does this traffic sign indicate?,Accident black spot / Accident-prone area,unsupported_or_ambiguous_identity_answer,
img_0511.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0519.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0525.jpg,,,no_direct_identity_question,
img_0528.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0529.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0531.jpg,,,no_direct_identity_question,
img_0532.jpg,What does this traffic sign indicate?,Surveillance,unsupported_or_ambiguous_identity_answer,
img_0538.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0540.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0541.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0543.jpg,,,no_direct_identity_question,
img_0547.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0548.jpg,What does this traffic sign indicate?,Left reverse bend,unsupported_or_ambiguous_identity_answer,
img_0549.jpg,What does this traffic sign indicate?,Road-widening,unsupported_or_ambiguous_identity_answer,
img_0554.jpg,,,no_direct_identity_question,
img_0556.jpg,What does this traffic sign indicate?,T-intersection,class_below_viability_threshold,t_junction
img_0560.jpg,What does this traffic sign indicate?,Narrow bridge,class_below_viability_threshold,narrow_bridge
img_0561.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0563.jpg,What does this traffic sign indicate?,Left,unsupported_or_ambiguous_identity_answer,
img_0568.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0569.jpg,What does this traffic sign indicate?,Go Slow,unsupported_or_ambiguous_identity_answer,
img_0570.jpg,What does this traffic sign indicate?,End of dual Carriageway,unsupported_or_ambiguous_identity_answer,
img_0574.jpg,what does this traffic sign indicate?,Staggered Intersection,class_below_viability_threshold,staggered_junction
img_0575.jpg,,,no_direct_identity_question,
img_0579.jpg,What does this traffic sign indicate?,No left Turn,class_below_viability_threshold,no_left_turn
img_0580.jpg,What does this traffic sign indicate?,Accident black spot / Accident-prone area,unsupported_or_ambiguous_identity_answer,
img_0583.jpg,What does this traffic sign indicate?,Danger/Hazard,unsupported_or_ambiguous_identity_answer,
img_0586.jpg,,,no_direct_identity_question,
img_0587.jpg,,,no_direct_identity_question,
img_0590.jpg,,,no_direct_identity_question,
img_0594.jpg,What does this traffic sign indicate?,CCTV,unsupported_or_ambiguous_identity_answer,
img_0595.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0600.jpg,What does this traffic sign indicate?,Left reverse bend,unsupported_or_ambiguous_identity_answer,
img_0601.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0602.jpg,What does this traffic sign indicate?,Toilets and Drinking Water facilities ahead,unsupported_or_ambiguous_identity_answer,
img_0604.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0605.jpg,What does this traffic sign indicate?,Railway,unsupported_or_ambiguous_identity_answer,
img_0606.jpg,What does this traffic sign indicate?,Start of dual carriageway,unsupported_or_ambiguous_identity_answer,
img_0608.jpg,What does this traffic sign indicate?,Intersection,unsupported_or_ambiguous_identity_answer,
img_0614.jpg,,,no_direct_identity_question,
img_0615.jpg,What does this traffic sign indicate?,Road-narrowing,unsupported_or_ambiguous_identity_answer,
img_0616.jpg,What does this traffic sign indicate?,Right reverse bend,unsupported_or_ambiguous_identity_answer,
img_0618.jpg,What does this traffic sign indicate?,Danger,unsupported_or_ambiguous_identity_answer,
img_0627.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0628.jpg,,,no_direct_identity_question,
img_0633.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_60_km_h
img_0634.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0636.jpg,What does this traffic sign indicate?,Junction,unsupported_or_ambiguous_identity_answer,
img_0637.jpg,,,no_direct_identity_question,
img_0639.jpg,,,no_direct_identity_question,
img_0643.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0645.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0647.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0648.jpg,What does this traffic sign indicate?,Accident Prone Area,unsupported_or_ambiguous_identity_answer,
img_0649.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0652.jpg,what does this traffic sign indicate?,Speed Limit,class_below_viability_threshold,maximum_speed_limit_20_km_h
img_0654.jpg,What does this traffic sign indicate?,Dircetion,unsupported_or_ambiguous_identity_answer,
img_0656.jpg,,,no_direct_identity_question,
img_0658.jpg,What does this traffic sign indicate?,Narrow bridge,class_below_viability_threshold,narrow_bridge
img_0661.jpg,,,no_direct_identity_question,
img_0664.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0669.jpg,What does this traffic sign indicate?,Highway,unsupported_or_ambiguous_identity_answer,
img_0675.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0678.jpg,What does this traffic sign indicate?,No Straight Ahead,unsupported_or_ambiguous_identity_answer,
img_0680.jpg,,,no_direct_identity_question,
img_0682.jpg,,,no_direct_identity_question,
img_0683.jpg,What does this traffic sign indicate?,Truck Lay-by,class_below_viability_threshold,truck_lay_by
img_0684.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0686.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0689.jpg,,,no_direct_identity_question,
img_0690.jpg,what does this traffic sign indicate?,Right-turn,unsupported_or_ambiguous_identity_answer,
img_0692.jpg,What does this traffic sign indicate?,Weigh Bridge ahead,unsupported_or_ambiguous_identity_answer,
img_0697.jpg,What does this traffic sign indicate?,Directions,unsupported_or_ambiguous_identity_answer,
img_0698.jpg,,,no_direct_identity_question,
