review_id,image_path,source_image_id,source_question,source_answer,source_dataset,original_v2_review_id,original_v2_proposed_class,original_v2_review_status,original_v2_review_label,original_v2_review_notes,original_v2_review_outcome,proposed_unseen_class,sha256,dhash,perceptual_group_id,source_or_independence_group,v2_train_overlap,v2_validation_overlap,v2_test_overlap,v2_exact_sha_overlap,v2_perceptual_group_overlap,overlap_validation_notes,eligibility_note,licence_status,review_status,review_label,review_notes
ULR-0022,data/raw/indian_traffic_vqa/traffic512final/img_0515.jpg,img_0515.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0500,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,1604a6470bdf101608983fcc2bebfbe54a571791fe56ab723e849fa6b039b707,21191c23b1a81636,group_0449,group_0449,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0023,data/raw/indian_traffic_vqa/traffic512final/img_0523.jpg,img_0523.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0501,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,725b537bc60ee49a24b59eebd6971e5dace1b5f5f30e8d8de488bfd095e5de08,203371d9c8231048,group_0457,group_0457,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0024,data/raw/indian_traffic_vqa/traffic512final/img_0572.jpg,img_0572.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0502,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,6ddc625d6b63832fe952e72b84df8818e023266d2e7957a22f8ec25f09cb788e,a060602043002a08,group_0506,group_0506,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0025,data/raw/indian_traffic_vqa/traffic512final/img_0612.jpg,img_0612.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0503,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,f545bd38bce9ebbd68c370c1272ca32424214da36cea7892b8ce0f8ff3ea6093,99c1a2f2c584441a,group_0546,group_0546,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0026,data/raw/indian_traffic_vqa/traffic512final/img_0630.jpg,img_0630.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0504,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,43460cd6a96a8614d7cd5794bfa52b4a75c6ed30d030413360c85d92bf3ed248,431c180123001470,group_0564,group_0564,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0027,data/raw/indian_traffic_vqa/traffic512final/img_0651.jpg,img_0651.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0505,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,3390ddc00b188801e60b06926a95872441b6da31ffc6b409b2a96cdc2064f329,e22bf939f313ccec,group_0585,group_0585,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0028,data/raw/indian_traffic_vqa/traffic512final/img_0655.jpg,img_0655.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0506,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,5b1c190a21ad86d06008b7058fd93e3775f4a0bf54fbf07bdb15c93ea465d028,706264068038b4e4,group_0589,group_0589,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0029,data/raw/indian_traffic_vqa/traffic512final/img_0671.jpg,img_0671.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0507,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,6d6169fcc5a008f7f3cb51cc9481ad7b60bb64a48848085ab15afca030fd6dd9,c6391981ce8b3232,group_0605,group_0605,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0030,data/raw/indian_traffic_vqa/traffic512final/img_0691.jpg,img_0691.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0508,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,9cb79535bf0d8d53113df08353a6a31c5f613b5a8f3a5170d23864a5d59e1551,0f33bc9437bcc408,group_0625,group_0625,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0031,data/raw/indian_traffic_vqa/traffic512final/img_0802.jpg,img_0802.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0509,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,3a8c1aab20f9cad09a5ed25e696727f4954edd261a6cd3ca2162e6836d601de7,1e16157a00076409,group_0725,group_0725,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0032,data/raw/indian_traffic_vqa/traffic512final/img_0861.jpg,img_0861.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0510,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,6e6326ea8415695790754e989b416027e0bf983b731619ecec666514908150db,34660a8878870000,group_0784,group_0784,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0033,data/raw/indian_traffic_vqa/traffic512final/img_0972.jpg,img_0972.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0511,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,0071f1e0fbdabff6f70b41e27ca200ec5a6af91a801016cf0f0bef72278edb1c,7eb094b0067372cc,group_0892,group_0892,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0034,data/raw/indian_traffic_vqa/traffic512final/img_0986.jpg,img_0986.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0512,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,9f22df76b3dfacab89e9301b881ba1c28ffcf5d800ad54eb36e1fa3cba5a7f70,10019169c604799c,group_0906,group_0906,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0035,data/raw/indian_traffic_vqa/traffic512final/img_1048.jpg,img_1048.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0513,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,6d3ac1b58b23791837a2a1685698af61efcb44d1835f56ff206c48c6ff175697,b38eced6e9cdf2d2,group_0968,group_0968,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0036,data/raw/indian_traffic_vqa/traffic512final/img_1064.jpg,img_1064.jpg,What does the symbol represent?,Stop,Indian Traffic VQA Dataset B,V2-0514,stop,rejected,,Semantic mismatch: images show bus-stop/bus-bay signage rather than a standard STOP sign.,V2_rejected,bus_stop,c8145da57b76fd1bf07770b66de726bf4143986db5c8be95071e077e303ba3a5,1826e6671418f380,group_0983,group_0983,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",The prior STOP rejection is not reused as approval. The image visually depicts a bus-stop or bus-bay sign and requires a new decision.,pending_curator_confirmation,pending,,
ULR-0037,data/raw/indian_traffic_vqa/traffic512final/img_0579.jpg,img_0579.jpg,What does this traffic sign indicate?,No left Turn,Indian Traffic VQA Dataset B,,no_left_turn,excluded_before_v2_review,,,class_below_viability_threshold,no_left_turn,30c659a91672fffd1e3717dec855e9f5e34b73950856a735ed0825006c4d6126,e3f2d2e4c7196896,group_0513,group_0513,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Clear circular no-left-turn sign; requires a new unseen-class decision.,pending_curator_confirmation,pending,,
ULR-0038,data/raw/indian_traffic_vqa/traffic512final/img_1021.jpg,img_1021.jpg,What does this traffic sign indicate?,No left turn,Indian Traffic VQA Dataset B,,no_left_turn,excluded_before_v2_review,,,class_below_viability_threshold,no_left_turn,4e434bf47c425f37f7bb56490414bfb05e0fead734b87b67546d9f063529f098,944222c945fdfbf7,group_0941,group_0941,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Distant but visible no-left-turn sign; requires a new unseen-class decision.,pending_curator_confirmation,pending,,
ULR-0039,data/raw/indian_traffic_vqa/traffic512final/img_0786.jpg,img_0786.jpg,What does this traffic sign indicate?,No Parking,Indian Traffic VQA Dataset B,,no_parking,excluded_before_v2_review,,,class_below_viability_threshold,no_parking,3d571d5520faf2244de408283ec1738a7a718910013d89e93c8d5d6a2af1142b,0f9f2b17870f0f2b,group_0709,manual_source_group_no_parking_roadside_01,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Visible no-parking sign; conservatively grouped with img_0812.jpg.,pending_curator_confirmation,pending,,
ULR-0040,data/raw/indian_traffic_vqa/traffic512final/img_0812.jpg,img_0812.jpg,What does this traffic sign indicate?,No Parking,Indian Traffic VQA Dataset B,,no_parking,excluded_before_v2_review,,,class_below_viability_threshold,no_parking,f666155a60a15caf225a471d7328bed55cb47f0260c0c97e6145973e15533860,1e9f43270f8f2f4f,group_0735,manual_source_group_no_parking_roadside_01,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Visible no-parking sign; conservatively grouped with img_0786.jpg.,pending_curator_confirmation,pending,,
ULR-0041,data/raw/indian_traffic_vqa/traffic512final/img_0816.jpg,img_0816.jpg,What does this traffic sign indicate?,No Parking,Indian Traffic VQA Dataset B,,no_parking,excluded_before_v2_review,,,class_below_viability_threshold,no_parking,fc1250fb5ba89026efee17d77f447ebbd9d3fcf8d03ee3be7b3927a79494e416,3874edece0031fff,group_0739,group_0739,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Visible no-parking sign in a separate roadside scene.,pending_curator_confirmation,pending,,
ULR-0042,data/raw/indian_traffic_vqa/traffic512final/img_0970.jpg,img_0970.jpg,What does this traffic sign indicate?,No Parking,Indian Traffic VQA Dataset B,,no_parking,excluded_before_v2_review,,,class_below_viability_threshold,no_parking,36d145527053a76d77591f9720b194512d8d7b305084a8f332552f14c688b70d,6614900effa88eb3,group_0890,group_0890,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Police no-parking board; visually eligible but stylistically non-standard.,pending_curator_confirmation,pending,,
ULR-0043,data/raw/indian_traffic_vqa/traffic512final/img_1016.jpg,img_1016.jpg,What does this traffic sign indicate?,No Parking,Indian Traffic VQA Dataset B,,no_parking,excluded_before_v2_review,,,class_below_viability_threshold,no_parking,7c99312702fd45b6f698e4abd125d29245afec4302d46591eba427151499bd99,c8c4e55100fff14f,group_0936,group_0936,no,no,no,no,no,"zero source-image, perceptual-group, and exact-SHA overlap with frozen V2",Visible no-parking regulatory sign in a distinct scene.,pending_curator_confirmation,pending,,
